[	INFO]	[1534924443.931174711]:	W_	x	=	9.274972				4.885129
[	INFO]	[1534924444.031209815]:	W_	x	=	9.254458				4.926141
[	INFO]	[1534924444.131206898]:	W_	x	=	9.213433				4.946671
[	INFO]	[1534924444.231278773]:	W_	x	=	9.192919				4.967184
[	INFO]	[1534924444.331207888]:	W_	x	=	9.172404				4.987697
[	INFO]	[1534924444.431210232]:	W_	x	=	9.151892				5.008208
[	INFO]	[1534924444.531231013]:	W_	x	=	9.131377				5.02872
[	INFO]	[1534924444.631125857]:	W_	x	=	9.110864				5.049231
[INFO]	[1534924444.691848]:	required_linear_vel1	:	0.250000,	millis():	9.090352				5.090258
[INFO]	[1534924444.700868]:	ML_rpm2	:	37,	MR_rpm:	9.049325				5.110776
[	INFO]	[1534924444.731206638]:	W_	x	=	9.028812				5.131285
[	INFO]	[1534924444.831201690]:	W_	x	=	9.008299				5.151798
[	INFO]	[1534924444.931202106]:	W_	x	=	9				5.172312
[	INFO]	[1534924445.031215492]:	W_	x	=	9				5.192826
[	INFO]	[1534924445.131209867]:	W_	x	=	9				5.233852
[	INFO]	[1534924445.231210127]:	W_	x	=	8.987785				5.254365
[	INFO]	[1534924445.331132263]:	W_	x	=	8.967271				5.274878
[	INFO]	[1534924445.431221065]:	W_	x	=	8.946759				5.295391
[	INFO]	[1534924445.531223617]:	W_	x	=	8.926246				5.315894
[WARN]	[1534924445.547277]:	The	voltage	is	lower	8.90573	11.3V,Please	charge!		5.336396
[	INFO]	[1534924445.631218096]:	W_	x	=	8.885209				5.35691
[INFO]	[1534924445.708690]:	required_linear_vel1	:	0.250000,	millis():	8.864771				5.377474
[INFO]	[1534924445.717667]:	ML_rpm2	:	37,	MR_rpm:	8.844181				5.397943
[	INFO]	[1534924445.731210856]:	W_	x	=	8.823757				5.418458
[	INFO]	[1534924445.831209033]:	W_	x	=	8.803165				5.438978
[	INFO]	[1534924445.931226273]:	W_	x	=	8.762139				5.459493
[	INFO]	[1534924446.031187418]:	W_	x	=	8.741625				5.48001
[	INFO]	[1534924446.131237418]:	W_	x	=	8.72111				5.500527
[	INFO]	[1534924446.231216273]:	W_	x	=	8.700597				5.541542
[	INFO]	[1534924446.331235335]:	W_	x	=	8.680082				5.562055
[	INFO]	[1534924446.431216273]:	W_	x	=	8.659573				5.582569
[	INFO]	[1534924446.531339241]:	W_	x	=	8.639059				5.603082
[	INFO]	[1534924446.631210960]:	W_	x	=	8.598039				5.623596
[INFO]	[1534924446.725793]:	required_linear_vel1	:	0.250000,	millis():	8.577521				5.644107
