K 0 Arc_K 0 adjust_amcl_Y 0
K 8.4 Arc_K 1.12903 adjust_amcl_Y -0.066528
K 8.4 Arc_K 1.16545 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16663 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
K 8.4 Arc_K 1.16667 adjust_amcl_Y -0.006048
