test 
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
x_pos 0 y_pos 0 theta 0
