section Arc ahead  
section amcl_linear_Y_ahead  
W_X 10.8002 W_Y -0.0560954 A -176.615All_adjust1  -0.00884675 flag_plus 0 OX 10.9341 O_Y 0.239223 
W_X 10.7647 W_Y -0.0606059 A -176.792All_adjust1  -0.0103777 flag_plus 0 OX 10.8988 O_Y 0.236034 
W_X 10.7269 W_Y -0.0646558 A -176.966All_adjust1  -0.0104347 flag_plus 0 OX 10.8612 O_Y 0.232763 
W_X 10.6892 W_Y -0.0666532 A -177.147All_adjust1  -0.010069 flag_plus 0 OX 10.8236 O_Y 0.22961 
W_X 10.6116 W_Y -0.07052 A -177.147All_adjust1  -0.0116505 flag_plus 0 OX 10.7461 O_Y 0.223364 
W_X 10.5723 W_Y -0.0724808 A -177.147All_adjust1  -0.0109593 flag_plus 0 OX 10.7069 O_Y 0.220196 
W_X 10.5324 W_Y -0.0744688 A -177.147All_adjust1  -0.0115723 flag_plus 0 OX 10.6671 O_Y 0.216985 
W_X 10.4915 W_Y -0.0765097 A -177.147All_adjust1  -0.0118931 flag_plus 0 OX 10.6262 O_Y 0.213688 
W_X 10.4504 W_Y -0.083324 A -177.239All_adjust1  -0.0146252 flag_plus 0 OX 10.5842 O_Y 0.210302 
W_X 10.409 W_Y -0.0883748 A -177.191All_adjust1  -0.0139842 flag_plus 0 OX 10.5422 O_Y 0.207038 
W_X 10.367 W_Y -0.0904388 A -177.191All_adjust1  -0.0135007 flag_plus 0 OX 10.5002 O_Y 0.203775 
W_X 10.2795 W_Y -0.094728 A -177.191All_adjust1  -0.015423 flag_plus 0 OX 10.413 O_Y 0.196994 
W_X 10.2353 W_Y -0.0968992 A -177.191All_adjust1  -0.0146303 flag_plus 0 OX 10.3688 O_Y 0.193561 
W_X 10.1904 W_Y -0.100843 A -177.157All_adjust1  -0.0161986 flag_plus 0 OX 10.3235 O_Y 0.190043 
W_X 10.1459 W_Y -0.108867 A -177.35All_adjust1  -0.0185878 flag_plus 0 OX 10.2777 O_Y 0.186483 
W_X 10.0995 W_Y -0.111374 A -177.499All_adjust1  -0.016325 flag_plus 0 OX 10.2314 O_Y 0.183127 
W_X 10.052 W_Y -0.113451 A -177.773All_adjust1  -0.017364 flag_plus 0 OX 10.1839 O_Y 0.179821 
W_X 10.0044 W_Y -0.1153 A -178.046All_adjust1  -0.0176286 flag_plus 0 OX 10.1364 O_Y 0.176743 
W_X 9.90931 W_Y -0.118545 A -178.383All_adjust1  -0.0186539 flag_plus 0 OX 10.0414 O_Y 0.171039 
section back liner  
W_X 9.26897 W_Y -0.148971 A -179.899All_adjust1  -0.0327798 flag_plus 0 OX 9.94359 O_Y 0.165745 
W_X 9.2194 W_Y -0.151375 A 179.603All_adjust1  -0.0187035 flag_plus 0 OX 9.34671 O_Y 0.143544 
W_X 9.17012 W_Y -0.156078 A 179.462All_adjust1  -0.02472 flag_plus 0 OX 9.29693 O_Y 0.142923 
W_X 9.12034 W_Y -0.15561 A 179.288All_adjust1  -0.022421 flag_plus 0 OX 9.24716 O_Y 0.14247 
W_X 9.07057 W_Y -0.154992 A 179.014All_adjust1  -0.0231007 flag_plus 0 OX 9.19738 O_Y 0.142169 
W_X 9.02141 W_Y -0.158153 A 178.723All_adjust1  -0.0249599 flag_plus 0 OX 9.1476 O_Y 0.142106 
W_X 8.97333 W_Y -0.168495 A 178.558All_adjust1  -0.0284919 flag_plus 0 OX 9.09782 O_Y 0.142334 
W_X 8.9237 W_Y -0.168185 A 178.276All_adjust1  -0.023461 flag_plus 0 OX 9.04805 O_Y 0.142816 
W_X 8.82419 W_Y -0.165189 A 177.716All_adjust1  -0.0237495 flag_plus 0 OX 8.9485 O_Y 0.144288 
W_X 8.7747 W_Y -0.163745 A 177.481All_adjust1  -0.0245211 flag_plus 0 OX 8.89873 O_Y 0.145511 
W_X 8.72627 W_Y -0.164346 A 177.263All_adjust1  -0.0250993 flag_plus 0 OX 8.84897 O_Y 0.146938 
W_X 8.67677 W_Y -0.162445 A 177.265All_adjust1  -0.0235861 flag_plus 0 OX 8.79922 O_Y 0.148566 
W_X 8.62705 W_Y -0.160069 A 176.966All_adjust1  -0.0234594 flag_plus 0 OX 8.74947 O_Y 0.150194 
W_X 8.57735 W_Y -0.15758 A 176.663All_adjust1  -0.0231213 flag_plus 0 OX 8.69973 O_Y 0.152081 
W_X 8.52781 W_Y -0.158313 A 176.388All_adjust1  -0.0244087 flag_plus 0 OX 8.65 O_Y 0.154233 
W_X 8.4285 W_Y -0.153235 A 175.987All_adjust1  -0.0210402 flag_plus 0 OX 8.55056 O_Y 0.159064 
W_X 8.37887 W_Y -0.149753 A 175.676All_adjust1  -0.022022 flag_plus 0 OX 8.50088 O_Y 0.161836 
W_X 8.32924 W_Y -0.146001 A 175.347All_adjust1  -0.0211064 flag_plus 0 OX 8.4512 O_Y 0.164878 
W_X 8.28037 W_Y -0.147669 A 175.296All_adjust1  -0.0233513 flag_plus 0 OX 8.4015 O_Y 0.168208 
W_X 8.23117 W_Y -0.146804 A 175.192All_adjust1  -0.0214421 flag_plus 0 OX 8.35183 O_Y 0.171672 
W_X 8.18156 W_Y -0.14263 A 174.887All_adjust1  -0.0200306 flag_plus 0 OX 8.30218 O_Y 0.175276 
W_X 8.08244 W_Y -0.133761 A 174.582All_adjust1  -0.017539 flag_plus 0 OX 8.20296 O_Y 0.183009 
W_X 8.03235 W_Y -0.12696 A 174.264All_adjust1  -0.0180144 flag_plus 0 OX 8.15332 O_Y 0.187143 
W_X 7.98246 W_Y -0.120308 A 173.953All_adjust1  -0.01674 flag_plus 0 OX 8.10377 O_Y 0.191542 
W_X 7.93295 W_Y -0.115065 A 173.953All_adjust1  -0.0164361 flag_plus 0 OX 8.05421 O_Y 0.196208 
W_X 7.88347 W_Y -0.109823 A 173.953All_adjust1  -0.0154255 flag_plus 0 OX 8.00467 O_Y 0.200872 
W_X 7.83544 W_Y -0.108685 A 174All_adjust1  -0.0167318 flag_plus 0 OX 7.95511 O_Y 0.205537 
W_X 7.7876 W_Y -0.108219 A 174.054All_adjust1  -0.0162468 flag_plus 0 OX 7.90555 O_Y 0.210202 
W_X 7.73807 W_Y -0.103059 A 173.655All_adjust1  -0.0136763 flag_plus 0 OX 7.85597 O_Y 0.21487 
W_X 7.68859 W_Y -0.0975581 A 173.655All_adjust1  0.0188371 flag_plus 1 OX 7.80644 O_Y 0.21988 
W_X 7.6389 W_Y -0.0924645 A 173.472All_adjust1  0.0210339 flag_plus 2 OX 7.75692 O_Y 0.224891 
W_X 7.58892 W_Y -0.0878021 A 173.578All_adjust1  0.0214378 flag_plus 3 OX 7.70741 O_Y 0.230101 
W_X 7.53945 W_Y -0.082235 A 173.578All_adjust1  0.0228891 flag_plus 4 OX 7.65791 O_Y 0.23531 
W_X 7.48999 W_Y -0.0766676 A 173.893All_adjust1  0.0222079 flag_plus 5 OX 7.6084 O_Y 0.240519 
W_X 7.44026 W_Y -0.0740879 A 174.217All_adjust1  0.02061 flag_plus 6 OX 7.55887 O_Y 0.245457 
W_X 7.34063 W_Y -0.0709813 A 174.56All_adjust1  0.0190355 flag_plus 7 OX 7.45975 O_Y 0.254789 
W_X 7.29105 W_Y -0.0665461 A 174.801All_adjust1  0.0185451 flag_plus 8 OX 7.41016 O_Y 0.259178 
W_X 7.24148 W_Y -0.0620359 A 174.973All_adjust1  0.0185994 flag_plus 9 OX 7.36057 O_Y 0.26336 
W_X 7.19193 W_Y -0.0590617 A 175.195All_adjust1  0.0178543 flag_plus 10 OX 7.31095 O_Y 0.267392 
W_X 7.14244 W_Y -0.0607727 A 175.605All_adjust1  0.0145139 flag_plus 11 OX 7.26131 O_Y 0.271255 
W_X 7.09283 W_Y -0.0577212 A 175.797All_adjust1  0.0139805 flag_plus 12 OX 7.21167 O_Y 0.27485 
W_X 7.04319 W_Y -0.0540732 A 175.975All_adjust1  0.0136856 flag_plus 13 OX 7.16202 O_Y 0.27829 
W_X 6.94395 W_Y -0.0468483 A 175.97All_adjust1  0.0158362 flag_plus 14 OX 7.06268 O_Y 0.284862 
W_X 6.89531 W_Y -0.0396996 A 176.083All_adjust1  0.0176513 flag_plus 15 OX 7.01301 O_Y 0.288148 
W_X 6.84594 W_Y -0.0352489 A 176.061All_adjust1  0.0201021 flag_plus 16 OX 6.96333 O_Y 0.291269 
W_X 6.79628 W_Y -0.0318294 A 176.061All_adjust1  0.0222617 flag_plus 17 OX 6.91365 O_Y 0.29439 
W_X 6.74662 W_Y -0.0284103 A 176.27All_adjust1  0.0223628 flag_plus 18 OX 6.86397 O_Y 0.297511 
W_X 6.69746 W_Y -0.0275549 A 176.42All_adjust1  0.0212513 flag_plus 19 OX 6.81428 O_Y 0.30045 
W_X 6.59833 W_Y -0.0223367 A 176.603All_adjust1  0.0236016 flag_plus 20 OX 6.71489 O_Y 0.305964 
W_X 6.54862 W_Y -0.0193859 A 176.603All_adjust1  0.027194 flag_plus 21 OX 6.66516 O_Y 0.30854 
W_X 6.49893 W_Y -0.0164363 A 176.837All_adjust1  0.0278096 flag_plus 22 OX 6.61545 O_Y 0.311115 
W_X 6.45068 W_Y -0.0146535 A 177.012All_adjust1  0.0278291 flag_plus 23 OX 6.56572 O_Y 0.313488 
W_X 6.40189 W_Y -0.0126518 A 177.163All_adjust1  0.029064 flag_plus 24 OX 6.51599 O_Y 0.315678 
W_X 6.35217 W_Y -0.010188 A 177.446All_adjust1  0.0292411 flag_plus 25 OX 6.46626 O_Y 0.317719 
W_X 6.30245 W_Y -0.00797019 A 177.73All_adjust1  0.0295403 flag_plus 26 OX 6.41651 O_Y 0.319514 
W_X 6.20291 W_Y -0.00568584 A 178.066All_adjust1  -0.000385358 flag_plus 26 OX 6.317 O_Y 0.322612 
W_X 6.15312 W_Y -0.00570479 A 178.273All_adjust1  -0.00122804 flag_plus 26 OX 6.26726 O_Y 0.323883 
W_X 6.10336 W_Y -0.0042045 A 178.501All_adjust1  -8.75391e-05 flag_plus 26 OX 6.2175 O_Y 0.324989 
W_X 6.0536 W_Y -0.00290198 A 178.728All_adjust1  -0.000206432 flag_plus 26 OX 6.16773 O_Y 0.325898 
W_X 6.00407 W_Y -0.00332599 A 178.98All_adjust1  -0.000859946 flag_plus 26 OX 6.11795 O_Y 0.326608 
W_X 5.95465 W_Y -0.00464487 A 179.04All_adjust1  -0.00110369 flag_plus 26 OX 6.06818 O_Y 0.327136 
W_X 5.90488 W_Y -0.00381075 A 179.04All_adjust1  -6.03065e-05 flag_plus 26 OX 6.0184 O_Y 0.327665 
W_X 5.85508 W_Y -0.00297616 A 179.04All_adjust1  -0.000279432 flag_plus 26 OX 5.9686 O_Y 0.328194 
W_X 5.80549 W_Y -0.00317255 A 179.05All_adjust1  -0.000680117 flag_plus 26 OX 5.91883 O_Y 0.328722 
W_X 5.75611 W_Y -0.00451288 A 179.071All_adjust1  -0.00112803 flag_plus 26 OX 5.86905 O_Y 0.329251 
W_X 5.70633 W_Y -0.00370572 A 179.071All_adjust1  -5.08275e-05 flag_plus 26 OX 5.81927 O_Y 0.329779 
W_X 5.65656 W_Y -0.00289866 A 179.071All_adjust1  -0.000273403 flag_plus 26 OX 5.7695 O_Y 0.330308 
W_X 5.6068 W_Y -0.00328165 A 179.104All_adjust1  -0.000759252 flag_plus 26 OX 5.71972 O_Y 0.330836 
W_X 5.55705 W_Y -0.0068014 A 179.22All_adjust1  -0.00222605 flag_plus 26 OX 5.66994 O_Y 0.331365 
W_X 5.4575 W_Y -0.00582869 A 179.23All_adjust1  3.90367e-05 flag_plus 26 OX 5.57039 O_Y 0.332422 
W_X 5.40772 W_Y -0.00515929 A 179.067All_adjust1  -0.000688545 flag_plus 26 OX 5.52061 O_Y 0.332951 
W_X 5.35816 W_Y -0.00438514 A 179.064All_adjust1  -0.000486182 flag_plus 26 OX 5.47083 O_Y 0.33362 
W_X 5.31031 W_Y -0.00385881 A 179.035All_adjust1  -0.000513205 flag_plus 26 OX 5.42106 O_Y 0.33429 
W_X 5.261 W_Y -0.00308319 A 179.029All_adjust1  -0.000267468 flag_plus 26 OX 5.37129 O_Y 0.334959 
W_X 5.21123 W_Y -0.00223931 A 179.029All_adjust1  -0.000156201 flag_plus 26 OX 5.32152 O_Y 0.335629 
W_X 5.11178 W_Y -0.000671875 A 179.031All_adjust1  0.000328476 flag_plus 26 OX 5.222 O_Y 0.336967 
W_X 5.06386 W_Y -0.00305308 A 179.094All_adjust1  -0.00156599 flag_plus 26 OX 5.17219 O_Y 0.337637 
W_X 5.01484 W_Y -0.00359456 A 179.119All_adjust1  -0.00035312 flag_plus 26 OX 5.12242 O_Y 0.338307 
W_X 4.96507 W_Y -0.00282916 A 179.119All_adjust1  -6.2197e-05 flag_plus 26 OX 5.07265 O_Y 0.338976 
W_X 4.91529 W_Y -0.00206372 A 179.119All_adjust1  -0.000156462 flag_plus 26 OX 5.02287 O_Y 0.339646 
W_X 4.86423 W_Y -0.000492737 A 179.071All_adjust1  0.000369173 flag_plus 26 OX 4.97309 O_Y 0.340315 
W_X 4.81362 W_Y 0.000865372 A 179.039All_adjust1  0.000367368 flag_plus 26 OX 4.92331 O_Y 0.340985 
W_X 4.71412 W_Y 0.00253392 A 179.039All_adjust1  0.00076347 flag_plus 26 OX 4.82381 O_Y 0.342323 
W_X 4.66431 W_Y 0.00336914 A 179.039All_adjust1  0.000539081 flag_plus 26 OX 4.77399 O_Y 0.342993 
W_X 4.61352 W_Y 0.00633338 A 179.001All_adjust1  0.0018835 flag_plus 26 OX 4.72421 O_Y 0.343663 
W_X 4.51295 W_Y 0.0103734 A 178.96All_adjust1  0.00253612 flag_plus 26 OX 4.6247 O_Y 0.345002 
W_X 4.46318 W_Y 0.0112769 A 178.96All_adjust1  0.00137042 flag_plus 26 OX 4.57493 O_Y 0.345671 
W_X 4.41322 W_Y 0.0119395 A 178.957All_adjust1  0.0018849 flag_plus 26 OX 4.52515 O_Y 0.346341 
W_X 4.36314 W_Y 0.0124919 A 178.952All_adjust1  0.00196664 flag_plus 26 OX 4.47535 O_Y 0.347011 
W_X 4.31337 W_Y 0.0134024 A 178.952All_adjust1  0.00224975 flag_plus 26 OX 4.42557 O_Y 0.34768 
W_X 4.2636 W_Y 0.014313 A 178.952All_adjust1  0.00232906 flag_plus 26 OX 4.3758 O_Y 0.34835 
W_X 4.21204 W_Y 0.0144399 A 178.979All_adjust1  0.00206602 flag_plus 26 OX 4.32602 O_Y 0.349019 
W_X 4.15816 W_Y 0.0134726 A 179.041All_adjust1  0.00165233 flag_plus 26 OX 4.27624 O_Y 0.349689 
W_X 4.10836 W_Y 0.0143067 A 179.041All_adjust1  0.00260104 flag_plus 26 OX 4.22643 O_Y 0.350359 
W_X 4.05856 W_Y 0.0151407 A 179.041All_adjust1  0.00243793 flag_plus 26 OX 4.17663 O_Y 0.351029 
W_X 3.95914 W_Y 0.0167002 A 179.035All_adjust1  0.00293299 flag_plus 26 OX 4.07712 O_Y 0.352367 
W_X 3.90969 W_Y 0.0171317 A 179.013All_adjust1  0.00247558 flag_plus 26 OX 4.02734 O_Y 0.353037 
W_X 3.85997 W_Y 0.0179491 A 179.01All_adjust1  0.00291758 flag_plus 26 OX 3.97758 O_Y 0.353706 
W_X 3.81019 W_Y 0.018809 A 179.01All_adjust1  0.00300012 flag_plus 26 OX 3.92779 O_Y 0.354376 
W_X 3.7606 W_Y 0.0198936 A 179.006All_adjust1  0.0032369 flag_plus 26 OX 3.87798 O_Y 0.355046 
W_X 3.71203 W_Y 0.0220343 A 178.98All_adjust1  0.0039023 flag_plus 26 OX 3.82817 O_Y 0.355716 
W_X 3.6128 W_Y 0.0240518 A 178.976All_adjust1  0.00399152 flag_plus 26 OX 3.7287 O_Y 0.357054 
W_X 3.56299 W_Y 0.0249423 A 178.976All_adjust1  0.00373915 flag_plus 26 OX 3.67889 O_Y 0.357724 
W_X 3.51322 W_Y 0.0257339 A 178.978All_adjust1  0.00400257 flag_plus 26 OX 3.62913 O_Y 0.358393 
W_X 3.46273 W_Y 0.0220767 A 179.102All_adjust1  0.00186829 flag_plus 26 OX 3.57934 O_Y 0.359063 
W_X 3.41271 W_Y 0.0212705 A 179.145All_adjust1  0.00348546 flag_plus 26 OX 3.52956 O_Y 0.359733 
W_X 3.36293 W_Y 0.0220138 A 179.145All_adjust1  0.00369866 flag_plus 26 OX 3.47978 O_Y 0.360402 
W_X 3.31314 W_Y 0.0227571 A 179.145All_adjust1  0.00356222 flag_plus 26 OX 3.42999 O_Y 0.361072 
W_X 3.21396 W_Y 0.0231721 A 179.125All_adjust1  0.00350627 flag_plus 26 OX 3.33044 O_Y 0.362411 
W_X 3.1647 W_Y 0.023378 A 179.114All_adjust1  0.00351447 flag_plus 26 OX 3.281 O_Y 0.363076 
W_X 3.11491 W_Y 0.0241478 A 179.114All_adjust1  0.00386633 flag_plus 26 OX 3.23121 O_Y 0.363746 
W_X 3.06516 W_Y 0.024917 A 179.114All_adjust1  0.00389131 flag_plus 26 OX 3.18145 O_Y 0.364415 
W_X 3.01473 W_Y 0.0276281 A 179.075All_adjust1  0.00499713 flag_plus 26 OX 3.13166 O_Y 0.365085 
W_X 2.96447 W_Y 0.0299007 A 179.046All_adjust1  0.00486949 flag_plus 26 OX 3.08188 O_Y 0.365754 
section back liner  
W_X 2.3173 W_Y 0.0263093 A 179.332All_adjust1  0.00228986 flag_plus 0 OX 2.93257 O_Y 0.367763 
W_X 2.26752 W_Y 0.0268895 A 179.332All_adjust1  0.00481694 flag_plus 0 OX 2.38507 O_Y 0.375127 
W_X 2.21775 W_Y 0.0274697 A 179.332All_adjust1  0.00423645 flag_plus 0 OX 2.33531 O_Y 0.375797 
W_X 2.16827 W_Y 0.0260893 A 179.365All_adjust1  0.00332367 flag_plus 0 OX 2.28554 O_Y 0.376466 
W_X 2.06976 W_Y 0.019807 A 179.483All_adjust1  0.000930261 flag_plus 0 OX 2.18599 O_Y 0.377805 
W_X 2.02116 W_Y 0.0195824 A 179.494All_adjust1  0.00386166 flag_plus 0 OX 2.1373 O_Y 0.37846 
W_X 1.97249 W_Y 0.0200127 A 179.494All_adjust1  0.00319276 flag_plus 0 OX 2.08862 O_Y 0.379115 
W_X 1.92406 W_Y 0.0193239 A 179.505All_adjust1  0.00258176 flag_plus 0 OX 2.03994 O_Y 0.37977 
W_X 1.87897 W_Y 0.0136422 A 179.569All_adjust1  0.000111153 flag_plus 0 OX 1.99344 O_Y 0.380395 
W_X 1.83283 W_Y 0.0124342 A 179.585All_adjust1  0.00233932 flag_plus 0 OX 1.94694 O_Y 0.381021 
W_X 1.74096 W_Y 0.0130992 A 179.585All_adjust1  0.00239755 flag_plus 0 OX 1.85508 O_Y 0.382256 
W_X 1.69558 W_Y 0.0132392 A 179.587All_adjust1  0.00192987 flag_plus 0 OX 1.80965 O_Y 0.382867 
W_X 1.65206 W_Y 0.00821493 A 179.872All_adjust1  -0.000598886 flag_plus 0 OX 1.7648 O_Y 0.383471 
W_X 1.60873 W_Y 0.00656237 A -179.96All_adjust1  0.00119331 flag_plus 0 OX 1.72104 O_Y 0.383876 
W_X 1.56497 W_Y 0.00653193 A -179.96All_adjust1  0.00123324 flag_plus 0 OX 1.67728 O_Y 0.384164 
W_X 1.52285 W_Y 0.00650262 A -179.96All_adjust1  0.000969716 flag_plus 0 OX 1.63517 O_Y 0.384441 
W_X 1.48145 W_Y 0.00549367 A -179.96All_adjust1  0.000465516 flag_plus 0 OX 1.59305 O_Y 0.384718 
W_X 1.39871 W_Y 0.00488774 A -179.96All_adjust1  0.000676461 flag_plus 0 OX 1.50991 O_Y 0.385265 
W_X 1.35769 W_Y 0.00485911 A -179.96All_adjust1  0.000815504 flag_plus 0 OX 1.46889 O_Y 0.385535 
W_X 1.31775 W_Y 0.00483122 A -179.96All_adjust1  0.000719228 flag_plus 0 OX 1.42895 O_Y 0.385798 
W_X 1.28042 W_Y 0.00563377 A -179.938All_adjust1  0.00113844 flag_plus 0 OX 1.38957 O_Y 0.386057 
W_X 1.24347 W_Y 0.00633643 A -179.727All_adjust1  0.00107502 flag_plus 0 OX 1.35075 O_Y 0.386313 
W_X 1.20463 W_Y 0.00615147 A -179.727All_adjust1  0.000743708 flag_plus 0 OX 1.31191 O_Y 0.386439 
W_X 1.16744 W_Y 0.00597436 A -179.727All_adjust1  0.000861987 flag_plus 0 OX 1.27472 O_Y 0.38656 
W_X 1.13022 W_Y 0.00579711 A -179.727All_adjust1  0.000834093 flag_plus 0 OX 1.2375 O_Y 0.386681 
W_X 1.09435 W_Y 0.00533664 A -179.729All_adjust1  0.000663088 flag_plus 0 OX 1.20194 O_Y 0.386796 
W_X 1.0572 W_Y 0.00370203 A -179.932All_adjust1  4.0523e-05 flag_plus 0 OX 1.16639 O_Y 0.386912 
W_X 1.02188 W_Y 0.00341382 A -179.933All_adjust1  0.00066985 flag_plus 0 OX 1.13135 O_Y 0.387144 
W_X 0.986876 W_Y 0.00337295 A -179.933All_adjust1  0.000537347 flag_plus 0 OX 1.09634 O_Y 0.387376 
W_X 0.953744 W_Y 0.00334289 A -179.928All_adjust1  0.000497148 flag_plus 0 OX 1.063 O_Y 0.387597 
W_X 0.922314 W_Y 0.00335047 A -179.877All_adjust1  0.00051011 flag_plus 0 OX 1.02965 O_Y 0.387818 
W_X 0.858414 W_Y 0.00321019 A -179.861All_adjust1  0.000429815 flag_plus 0 OX 0.965111 O_Y 0.388246 
W_X 0.82668 W_Y 0.00313304 A -179.861All_adjust1  0.000464626 flag_plus 0 OX 0.933378 O_Y 0.388456 
W_X 0.795503 W_Y 0.00305724 A -179.861All_adjust1  0.000443643 flag_plus 0 OX 0.902202 O_Y 0.388662 
W_X 0.764868 W_Y 0.00298276 A 179.934All_adjust1  0.000432729 flag_plus 0 OX 0.871567 O_Y 0.388865 
W_X 0.736632 W_Y 0.0031904 A 179.92All_adjust1  0.000565227 flag_plus 0 OX 0.842034 O_Y 0.389167 
W_X 0.708782 W_Y 0.00346599 A 179.902All_adjust1  0.000585887 flag_plus 0 OX 0.8125 O_Y 0.389469 
W_X 0.649718 W_Y 0.00356679 A 179.902All_adjust1  0.000527212 flag_plus 0 OX 0.753439 O_Y 0.390072 
W_X 0.621803 W_Y 0.00361443 A 179.902All_adjust1  0.000543186 flag_plus 0 OX 0.725525 O_Y 0.390357 
W_X 0.594455 W_Y 0.0036611 A 179.902All_adjust1  0.000558345 flag_plus 0 OX 0.698179 O_Y 0.390636 
W_X 0.567684 W_Y 0.00353883 A 179.902All_adjust1  0.000479341 flag_plus 0 OX 0.671375 O_Y 0.39091 
W_X 0.541935 W_Y 0.00107368 A 179.903All_adjust1  -0.000706837 flag_plus 0 OX 0.645123 O_Y 0.391178 
W_X 0.51635 W_Y 0.000358665 A 179.904All_adjust1  0.000190816 flag_plus 0 OX 0.619386 O_Y 0.391441 
W_X 0.490611 W_Y 0.000401911 A 179.904All_adjust1  0.000190259 flag_plus 0 OX 0.593649 O_Y 0.391704 
W_X 0.44138 W_Y 0.000484633 A 179.904All_adjust1  9.55555e-05 flag_plus 0 OX 0.54442 O_Y 0.392207 
W_X 0.416764 W_Y 0.000525993 A 179.904All_adjust1  8.0553e-05 flag_plus 0 OX 0.519806 O_Y 0.392458 
W_X 0.393794 W_Y 0.000564589 A 179.904All_adjust1  9.19652e-05 flag_plus 0 OX 0.496836 O_Y 0.392693 
W_X 0.371653 W_Y -2.85068e-05 A 179.914All_adjust1  -0.000223966 flag_plus 0 OX 0.474413 O_Y 0.392922 
W_X 0.351262 W_Y -0.00333351 A 179.969All_adjust1  -0.00159493 flag_plus 0 OX 0.452532 O_Y 0.393145 
W_X 0.330293 W_Y -0.00414191 A 179.983All_adjust1  -0.000383511 flag_plus 0 OX 0.431201 O_Y 0.393363 
W_X 0.308961 W_Y -0.00413553 A 179.983All_adjust1  -0.000488689 flag_plus 0 OX 0.409869 O_Y 0.393581 
W_X 0.267387 W_Y -0.0041231 A 179.983All_adjust1  -0.00061501 flag_plus 0 OX 0.368298 O_Y 0.394006 
W_X 0.248258 W_Y -0.00411738 A 179.983All_adjust1  -0.000617537 flag_plus 0 OX 0.34917 O_Y 0.394201 
W_X 0.229109 W_Y -0.00411165 A 179.983All_adjust1  -0.000615602 flag_plus 0 OX 0.330021 O_Y 0.394397 
W_X 0.211258 W_Y -0.00506111 A -179.99All_adjust1  -0.00110189 flag_plus 0 OX 0.311975 O_Y 0.394581 
W_X 0.193962 W_Y -0.00876753 A -179.885All_adjust1  -0.00249752 flag_plus 0 OX 0.293926 O_Y 0.394765 
W_X 0.177135 W_Y -0.00946839 A -179.866All_adjust1  -0.00107954 flag_plus 0 OX 0.276965 O_Y 0.394938 
W_X 0.16018 W_Y -0.00950796 A -179.866All_adjust1  -0.0013283 flag_plus 0 OX 0.26001 O_Y 0.395112 
W_X 0.144862 W_Y -0.0095437 A -179.866All_adjust1  -0.00143809 flag_plus 0 OX 0.244694 O_Y 0.395268 
W_X 0.129551 W_Y -0.00957943 A -179.866All_adjust1  -0.00144406 flag_plus 0 OX 0.229383 O_Y 0.395424 
W_X 0.115324 W_Y -0.00961262 A -179.866All_adjust1  -0.00144813 flag_plus 0 OX 0.215157 O_Y 0.39557 
W_X 0.101647 W_Y -0.00964454 A -179.866All_adjust1  -0.00145286 flag_plus 0 OX 0.20148 O_Y 0.395709 
W_X 0.0885208 W_Y -0.00967517 A -179.866All_adjust1  -0.00145719 flag_plus 0 OX 0.188355 O_Y 0.395844 
